Population,avg_observed_ho,avg_expected_hs,avg_allelic_richness
W1-TX,0.21896901932495452,0.26220651505372256,1.8079648544470246
W2-LA,0.22012794715061287,0.2610013041497399,1.8062257465834601
W3-FL,0.22352072971639203,0.26275864592429365,1.874505197855986
W4-VA,0.22774735183568334,0.2690510934355904,1.9134144917003113
S1-LOLA,0.22392317475986068,0.26257915163825374,1.8730061907048563
S2-DEBY,0.22532841034207837,0.2595055345685108,1.8840378450636708
W5-NH,0.22043452674741232,0.2555931688750528,1.8370754435374224
W6-ME,0.22114877178328374,0.25323068928205456,1.810800638538155
