Population,avg_observed_ho,avg_expected_hs,avg_allelic_richness
W1-TX,0.20909040765207346,0.24364001245927946,1.8079648544470246
W2-LA,0.21037137739938586,0.24287888346679626,1.8062257465834601
W3-FL,0.20963550116156823,0.24306880572607942,1.874505197855986
W4-VA,0.22079304616423095,0.25707925919196356,1.9134144917003113
S1-LOLA,0.2311598811177014,0.26902206979792603,1.8730061907048563
S2-DEBY,0.23300411415815683,0.2653382701068122,1.8840378450636708
W5-NH,0.20701580771177444,0.23691941116922383,1.8370754435374224
W6-ME,0.21266661042685484,0.24002158570297402,1.810800638538155
