X,PC1,PC2,PC3,PC4,PC5,PC6,Plate,SpawnTrt_Label,bags_label,clean_ID,SpawnTrt_Label_check,bags_label_check,Label_ind,extractPlateWell,extraction_key
193,0.007116637,-0.009749429,-0.109559311,0.012280089,0.015452392,0.0066232,PlDNA_13,DEBY,MVP-DEBY-5,A2_CviMVPe_PlDNA_13_70447_53d52439,DEBY,MVP-DEBY-5,70447,A2,f04cb923
140,0.007416062,-0.011921892,-0.115550075,0.002380865,0.018115911,0.004309209,PlDNA_12,DEBY,MVP-DEBY-4,G12_CviMVPe_PlDNA_12_70297_2f325c7e,DEBY,MVP-DEBY-4,70297,G12,5a0ad5c1
111,0.007833442,0.001386199,-0.142307537,0.008152903,0.006832407,0.007985374,PlDNA_13,DEBY,MVP-DEBY-1,A1_CviMVPe_PlDNA_13_70234_09e6792c,DEBY,MVP-DEBY-1,70234,A1,e14b4bdd
63,0.008277221,-0.033375573,0.01662744,0.008147543,-0.010378963,-0.005433357,PlDNA_13,Poly-WithOutcross,MVP-LARMIX-2,H4_CviMVPe_PlDNA_13_70130_c1148387,Poly-WithOutcross,MVP-LARMIX-2,70130,H4,5b2ad627
182,0.00887387,0.001295858,-0.169760401,0.010930593,0.024274151,0.010192859,PlDNA_11,DEBY,MVP-DEBY-5,D9_CviMVPe_PlDNA_11_70421_6a066254,DEBY,MVP-DEBY-5,70421,E3,a4a75a0e
65,0.009096464,-0.024210706,0.022502698,-0.04096431,0.054059367,0.016258401,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-2,H9_CviMVPe_PlDNA_12_70132_f3641cac,Poly-WithOutcross,MVP-LARMIX-2,70132,H9,1d7f9627
53,0.009301864,0.002012817,-0.146869713,0.014419304,0.019222392,0.003396949,PlDNA_13,DEBY,MVP-DEBY-2,C12_CviMVPe_PlDNA_13_70114_a85181f2,DEBY,MVP-DEBY-2,70114,C12,94a4d4bd
78,0.010153586,-0.009391433,-0.162645747,0.008241545,0.0145513,0.01405622,PlDNA_11,DEBY,MVP-DEBY-3,A2_CviMVPe_PlDNA_11_70171_b254cc0e,DEBY,MVP-DEBY-3,70171,A2,a183f388
192,0.010156474,-0.00550788,-0.092951464,0.00126438,0.009866895,0.000250492,PlDNA_12,DEBY,MVP-DEBY-5,D11_CviMVPe_PlDNA_12_70446_25cd877b,DEBY,MVP-DEBY-5,70446,D11,30ed1dbb
35,0.010922343,-0.014578036,-0.103244098,-0.002440294,0.009904455,0.000243567,PlDNA_13,Poly-NoOutcross,MVP-SEEDMIX-3,E12_CviMVPe_PlDNA_13_70078_536ce02e,Poly-NoOutcross,MVP-SEEDMIX-3,70078,E12,ae6eeb4b
66,0.010984834,-0.003899294,0.030975848,0.074039874,0.028869149,0.006061894,PlDNA_11,Poly-WithOutcross,MVP-LARMIX-2,G3_CviMVPe_PlDNA_11_70133_cdd54ca6,Poly-WithOutcross,MVP-LARMIX-2,70133,G3,543a411f
91,0.011001038,-0.006542556,-0.106774639,0.013627014,0.001302437,0.004093076,PlDNA_12,DEBY,MVP-DEBY-1,B10_CviMVPe_PlDNA_12_70189_9bdbe7e1,DEBY,MVP-DEBY-1,70189,B10,5bbe1715
103,0.011465039,-0.000249215,-0.105438126,9.15228833632297e-07,0.013518664,0.001970692,PlDNA_11,DEBY,MVP-DEBY-3,D8_CviMVPe_PlDNA_11_70219_60bfd18b,DEBY,MVP-DEBY-3,70219,D8,1a6756a5
58,0.011534969,-0.017712609,-0.129607469,0.005466535,0.007833593,0.012169708,PlDNA_13,Poly-NoOutcross,MVP-SEEDMIX-1,F7_CviMVPe_PlDNA_13_70122_6f9943a3,Poly-NoOutcross,MVP-SEEDMIX-1,70122,F7,b831aca7
36,0.012069817,-0.00632526,0.037821033,0.146656832,0.052060805,0.006065717,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-2,F4_CviMVPe_PlDNA_12_70080_a7779db9,Poly-WithOutcross,MVP-LARMIX-2,70080,F4,43104b50
184,0.012778078,-0.002602684,-0.152531689,0.010238355,0.012126821,0.010661077,PlDNA_11,DEBY,MVP-DEBY-6,D10_CviMVPe_PlDNA_11_70425_ed7b4c3c,DEBY,MVP-DEBY-6,70425,,e6351eb5
244,0.012830997,-0.000913026,-0.098779281,0.006701472,0.000890529,0.002315453,PlDNA_12,Poly-NoOutcross,MVP-SEEDMIX-5,F7_CviMVPe_PlDNA_12_70639_b8ee2040,Poly-NoOutcross,MVP-SEEDMIX-5,70639,F7,bef5d489
183,0.013136621,-0.005315093,-0.075235371,0.007430969,-0.002164676,0.001769827,PlDNA_11,DEBY,MVP-DEBY-5,A4_CviMVPe_PlDNA_11_70424_e02916bf,DEBY,MVP-DEBY-5,70424,A4,dc5ea980
195,0.013258971,-0.002829128,-0.109838752,-0.001500468,0.001056913,0.002833087,PlDNA_11,DEBY,MVP-DEBY-6,A5_CviMVPe_PlDNA_11_70452_4375b886,DEBY,MVP-DEBY-6,70452,A5,6d4e3118
82,0.013724406,0.004842333,-0.152269533,0.00516727,0.010691388,0.008577586,PlDNA_11,DEBY,MVP-DEBY-2,D7_CviMVPe_PlDNA_11_70177_0bbe7bd5,DEBY,MVP-DEBY-2,70177,D7,0928d27e
194,0.013738512,-0.005814173,-0.123336589,-4.01E-05,0.00522771,0.00669881,PlDNA_12,DEBY,MVP-DEBY-6,B12_CviMVPe_PlDNA_12_70451_bac0e915,DEBY,MVP-DEBY-6,70451,B12,31fdfd27
59,0.01383755,-0.006551352,-0.158340229,0.005805549,0.007613666,0.013383617,PlDNA_12,Poly-NoOutcross,MVP-SEEDMIX-1,C5_CviMVPe_PlDNA_12_70125_c8cf8e3f,Poly-NoOutcross,MVP-SEEDMIX-1,70125,C5,0518a5a1
26,0.014111871,-0.008423302,-0.101132312,-0.002580574,0.006272529,0.004309554,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-2,C6_CviMVPe_PlDNA_11_70059_48a30e00,Poly-NoOutcross,MVP-SEEDMIX-2,70059,C6,3d3b08c6
168,0.014351526,-0.004705583,-0.160752237,0.003837307,0.01237145,0.010374119,PlDNA_11,DEBY,MVP-DEBY-4,A3_CviMVPe_PlDNA_11_70382_7b0a2580,DEBY,MVP-DEBY-4,70382,,85d8494c
253,0.014513681,-0.011399503,-0.129183125,0.009023094,0.01442041,0.006687007,PlDNA_12,Poly-NoOutcross,MVP-SEEDMIX-5,G3_CviMVPe_PlDNA_12_70654_d44f1da4,Poly-NoOutcross,MVP-SEEDMIX-5,70654,G3,c76fcc1d
49,0.014630894,-0.034228278,0.026585117,0.053990097,0.009850903,0.004143526,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-1,H10_CviMVPe_PlDNA_12_70102_a5598f8a,Poly-WithOutcross,MVP-LARMIX-1,70102,H10,92912bcd
233,0.014911587,-0.001247379,-0.101829025,-0.002987309,0.012064121,0.003644948,PlDNA_13,Poly-NoOutcross,MVP-SEEDMIX-4,F10_CviMVPe_PlDNA_13_70617_476a4391,Poly-NoOutcross,MVP-SEEDMIX-4,70617,F10,dc1b3862
113,0.01576731,-0.020379562,-0.127608859,0.006929782,0.013142615,0.009888256,PlDNA_12,DEBY,MVP-DEBY-1,A2_CviMVPe_PlDNA_12_70236_66900552,DEBY,MVP-DEBY-1,70236,A2,a5518839
99,0.016084613,-0.00408991,-0.122191849,-0.001087623,0.010186372,0.000842181,PlDNA_11,DEBY,MVP-DEBY-1,D6_CviMVPe_PlDNA_11_70207_8144417a,DEBY,MVP-DEBY-1,70207,D6,831da9ed
216,0.017303072,0.003100469,-0.15314474,0.003015282,0.003000793,0.005372261,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-4,C8_CviMVPe_PlDNA_11_70583_12ebd131,Poly-NoOutcross,MVP-SEEDMIX-4,70583,C8,d0d95068
102,0.017771468,-0.003847046,-0.120953048,-0.001864112,0.00340342,0.004558246,PlDNA_13,DEBY,MVP-DEBY-3,G10_CviMVPe_PlDNA_13_70218_87dccc1f,DEBY,MVP-DEBY-3,70218,G10,087f7e34
67,0.017969755,-0.002503699,-0.140225627,0.00580608,0.010367943,0.007678596,PlDNA_12,Poly-NoOutcross,MVP-SEEDMIX-1,C7_CviMVPe_PlDNA_12_70134_17dce91f,Poly-NoOutcross,MVP-SEEDMIX-1,70134,E1,c2ee7e8e
68,0.017987403,-0.006358022,-0.154785795,0.005178438,0.011633392,0.010247632,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-1,H9_CviMVPe_PlDNA_11_70135_6050f36e,Poly-NoOutcross,MVP-SEEDMIX-1,70135,A2,c6b9d27b
203,0.01977137,-0.002887953,-0.10687155,-0.001353082,0.007114514,0.00387293,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-4,C12_CviMVPe_PlDNA_11_70477_fca18c6c,Poly-NoOutcross,MVP-SEEDMIX-4,70477,C12,3e26e74c
19,0.02070925,-0.02951417,0.024383621,0.043678481,0.00495534,0.001290458,PlDNA_13,NH-GrtBay,MVP-NH-2,B7_CviMVPe_PlDNA_13_70046_f759fc49,NH-GrtBay,MVP-NH-2,70046,H1,d3e254fc
138,0.021133922,-0.002763158,-0.105702415,0.003325823,0.000776006,0.005492888,PlDNA_11,VA-JR-DeepWatSh,MVP-JR-1,B3_CviMVPe_PlDNA_11_70293_713ad5e9,VA-JR-DeepWatSh,MVP-JR-1,70293,B3,e36bd229
252,0.022512342,0.007124193,-0.099585784,-0.00059141,-0.008531832,-0.000195047,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-5,C10_CviMVPe_PlDNA_11_70653_13373e1f,Poly-NoOutcross,MVP-SEEDMIX-5,70653,B1,91055a49
185,0.023379043,-0.003983338,-0.113611582,-0.001463897,0.003794114,0.000418796,PlDNA_13,DEBY,MVP-DEBY-6,A3_CviMVPe_PlDNA_13_70427_9fb57bca,DEBY,MVP-DEBY-6,70427,A3,05fe29ab
191,0.025811168,-0.006768617,-0.108369149,0.002858113,5.54716331998111e-05,0.004208529,PlDNA_12,DEBY,MVP-DEBY-5,C11_CviMVPe_PlDNA_12_70444_6280d1d7,DEBY,MVP-DEBY-5,70444,C11,ead0ce4a
155,0.026063242,-0.009951029,-0.124500851,0.006818822,0.001601003,0.007294457,PlDNA_13,DEBY,MVP-DEBY-4,G9_CviMVPe_PlDNA_13_70346_acf8965b,DEBY,MVP-DEBY-4,70346,G9,27f2e17a
186,0.026490556,-0.01077165,-0.114224086,0.00252721,0.003320717,0.006082328,PlDNA_13,DEBY,MVP-DEBY-6,G8_CviMVPe_PlDNA_13_70428_c78b0d23,DEBY,MVP-DEBY-6,70428,G8,fc8484f0
165,0.029837166,-0.003868216,-0.098437725,-0.001741837,-0.006906475,0.003460824,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-6,C9_CviMVPe_PlDNA_11_70372_87581162,Poly-NoOutcross,MVP-SEEDMIX-6,70372,D5,640b62fa
264,0.036648635,0.001952643,-0.044578523,0.000913048,-0.038651278,-0.008148834,PlDNA_13,Poly-WithOutcross,MVP-LARMIX-4,D5_CviMVPe_PlDNA_13_70709_e6180ca4,Poly-WithOutcross,MVP-LARMIX-4,70709,D5,42f0ee76
48,0.037886085,-0.00101727,-0.049022504,0.00013865,-0.004890583,0.000496942,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-1,G8_CviMVPe_PlDNA_12_70100_85667a98,Poly-WithOutcross,MVP-LARMIX-1,70100,G8,3f83c03d
256,0.040481647,-0.003854218,-0.047864092,-0.01086342,0.010920275,0.009522915,PlDNA_13,Poly-WithOutcross,MVP-LARMIX-4,A10_CviMVPe_PlDNA_13_70657_e59ff8b1,Poly-WithOutcross,MVP-LARMIX-4,70657,A10,1cf43992
