"","PC1","PC2","PC3","PC4","PC5","PC6","Plate","ID_SiteDate"
"1",-0.07673883891547,-0.167513454503729,-0.255252988419419,0.0244492769344102,-0.0646653835243905,0.567324246260369,"PlDNA_7","ME-HogIs"
"2",-0.0798920553639544,-0.079810168205737,-0.0910569642617875,-0.0194866759721327,-0.0109468367501423,-0.197660873062324,"PlDNA_6","ME-HogIs"
"3",-0.0771996576541203,-0.0770537859407788,-0.0774697608441782,0.00423062590022203,-0.0110004751964854,-0.15144865637197,"PlDNA_7","ME-HogIs"
"4",-0.08288764740244,-0.105983530192308,-0.128880810243571,-0.010927401122232,-0.0150403572833997,-0.0932601950964986,"PlDNA_6","ME-HogIs"
"5",-0.0824441576719079,-0.102459317152589,-0.145207235137973,0.0100956362963468,-0.0315418169583982,-0.0538086506041623,"PlDNA_7","ME-HogIs"
"6",-0.0770117806911698,-0.0713549467477822,-0.090214172174234,-0.01806449118666,-0.00409852594318798,-0.160857085820337,"PlDNA_6","ME-HogIs"
"7",-0.0832527604805692,-0.119808746173822,-0.169798698585723,0.0150869474155617,-0.028926568444923,0.00475875172379204,"PlDNA_7","ME-HogIs"
"8",-0.0770105253736572,-0.167473212236395,-0.255901061328115,0.0244881094183164,-0.0662311011488739,0.56700036446295,"PlDNA_7","ME-HogIs"
"9",-0.0821206860900409,-0.0995894286856677,-0.150380647976859,-0.00752314201216094,-0.0191432933406159,-0.068554100719956,"PlDNA_7","ME-HogIs"
"10",-0.0843047868582685,-0.141646173472124,-0.214627950483218,0.020283919286038,-0.0304026415890834,0.0111679498356231,"PlDNA_7","ME-HogIs"
"11",-0.0830826361546743,-0.0933908186951388,-0.135487727743952,-0.0466048354067425,-0.0110340621999557,-0.160103691825254,"PlDNA_7","ME-HogIs"
"12",-0.0814629806706249,-0.0952688998222096,-0.108146428518811,-0.0146680863783943,-0.0168876283872767,-0.1209083462384,"PlDNA_6","ME-HogIs"
"13",-0.0780348342096918,-0.0896067169734132,-0.104800332612543,0.00575121985253251,-0.0198426820362737,-0.0842313197922691,"PlDNA_7","ME-HogIs"
"14",-0.0814734686442187,-0.115681388626089,-0.145590659561215,0.00682690681282684,-0.0336974506158403,-0.0803166908296781,"PlDNA_6","ME-HogIs"
"15",-0.0815943509119915,-0.125558543078911,-0.159210358794497,0.0208295855286521,-0.031438200603167,-0.113201997540861,"PlDNA_7","ME-HogIs"
"16",-0.079115845174352,-0.113262690394649,-0.141646026426999,0.00816937582934405,-0.0303593141149257,-0.0762668397020523,"PlDNA_6","ME-HogIs"
