"","month","Mean_Salinity","Min_Salinity","Max_Salinity"
"1",1,13.4939529757531,11.75,15.65
"2",2,10.3055244252874,7.91,12.37
"3",3,9.58064624705486,7.8,12.3
"4",4,8.4015054139015,7.78,9.9
"5",5,10.8058524366356,9.75,13
"6",6,11.4752363896503,9.8,13.8
"7",7,12.7859087320412,11.65,14.35
"8",8,13.6886079015332,11.65,15.15
"9",9,14.0811481826147,13.1,15.1
"10",10,14.4080875632511,12.95,16.9
"11",11,16.4029098042337,15.25,17.3
"12",12,16.4485998125056,14.7,17.75
