"site_name","bag_label","bag_site","t1_surv","t2_surv","t3_surv","Mean_Annual_Temperature_C","Mean_Annual_Salinity_ppt","lat","avg_observed_ho","avg_expected_hs","avg_allelic_richness"
"W4-VA","MVP-JR-2","Lewisetta",0.532520325203252,0.501016260162602,0.458376578446635,18.5346352267756,15.2082260828351,37.249107,0.393744104728603,0.294250361576646,2.46206251639253
"W4-VA","MVP-JR-3","Lewisetta",0.684638860630722,0.659206510681587,0.597493560745438,18.5346352267756,15.2082260828351,37.249107,0.393744104728603,0.294250361576646,2.46206251639253
"W4-VA","MVP-JR-4","York",0.88216810683425,0.699921445404556,0.533131654159215,18.5346352267756,15.2082260828351,37.249107,0.393744104728603,0.294250361576646,2.46206251639253
"W4-VA","MVP-JR-5","York",0.721565059144677,0.596906278434941,0.431804541846553,18.5346352267756,15.2082260828351,37.249107,0.393744104728603,0.294250361576646,2.46206251639253
"W4-VA","MVP-JR-6","York",0.883408071748879,0.703139013452915,0.465754474723085,18.5346352267756,15.2082260828351,37.249107,0.393744104728603,0.294250361576646,2.46206251639253
"W5-NH","MVP-NH-1","Lewisetta",0.562717770034843,0.494773519163763,0.181066053821632,16.7170932303351,18.6413907070333,43.053746,0.390086543060491,0.287287106148232,2.38685531927526
"W5-NH","MVP-NH-2","Lewisetta",0.541208791208791,0.475274725274725,0.155728314238953,16.7170932303351,18.6413907070333,43.053746,0.390086543060491,0.287287106148232,2.38685531927526
"W5-NH","MVP-NH-3","Lewisetta",0.62488646684832,0.488646684831971,0.0686184706359789,16.7170932303351,18.6413907070333,43.053746,0.390086543060491,0.287287106148232,2.38685531927526
"W5-NH","MVP-NH-4","York",0.557055214723926,0.301840490797546,0.00513771048166036,16.7170932303351,18.6413907070333,43.053746,0.390086543060491,0.287287106148232,2.38685531927526
"W5-NH","MVP-NH-5","York",0.590729783037475,0.456607495069034,0.0621763397540812,16.7170932303351,18.6413907070333,43.053746,0.390086543060491,0.287287106148232,2.38685531927526
"W5-NH","MVP-NH-6","York",0.776595744680851,0.561170212765957,0.0515083770171652,16.7170932303351,18.6413907070333,43.053746,0.390086543060491,0.287287106148232,2.38685531927526
"W6-ME","MVP-ME-1","Lewisetta",0.54026503567788,0.500509683995923,0.0915826230290411,15.3288717032758,29.4782830432469,44.0133,0.376451785016721,0.278442058176205,2.31363250161347
"W6-ME","MVP-ME-2","Lewisetta",0.367952522255193,0.330365974282888,0.158856830187091,15.3288717032758,29.4782830432469,44.0133,0.376451785016721,0.278442058176205,2.31363250161347
"W6-ME","MVP-ME-3","Lewisetta",0.837316885119507,0.678488820354665,0.262733968733083,15.3288717032758,29.4782830432469,44.0133,0.376451785016721,0.278442058176205,2.31363250161347
"W6-ME","MVP-ME-4","York",0.812240663900415,0.566390041493776,0.0265118742826874,15.3288717032758,29.4782830432469,44.0133,0.376451785016721,0.278442058176205,2.31363250161347
"W6-ME","MVP-ME-5","York",0.744728915662651,0.527861445783133,0.0516630351192002,15.3288717032758,29.4782830432469,44.0133,0.376451785016721,0.278442058176205,2.31363250161347
"W6-ME","MVP-ME-6","York",0.707666385846672,0.537489469250211,0.0251590815393716,15.3288717032758,29.4782830432469,44.0133,0.376451785016721,0.278442058176205,2.31363250161347
