"","popsite","bag_site","pop","t","bags_label","tags_label","length","width","letters"
"1276","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A916",53,39,"efgh"
"1277","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A918",80,53,"efgh"
"1278","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E458",71,39,"efgh"
"1279","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A922",47,33,"efgh"
"1280","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E452",57,42,"efgh"
"1281","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C179",62,39,"efgh"
"1282","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A905",54,35,"efgh"
"1283","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C172",59,44,"efgh"
"1284","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E447",79,44,"efgh"
"1285","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E433",80,45,"efgh"
"1286","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A903",54,34,"efgh"
"1287","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C194",47,40,"efgh"
"1288","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C167",72,54,"efgh"
"1289","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A925",32,19,"efgh"
"1290","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E451",56,46,"efgh"
"1291","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A907",66,46,"efgh"
"1292","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E436",46,29,"efgh"
"1293","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A900",55,47,"efgh"
"1294","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E450",73,49,"efgh"
"1295","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A929",68,46,"efgh"
"1296","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E438",54,40,"efgh"
"1297","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E457",60,43,"efgh"
"1298","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A910",42,33,"efgh"
"1299","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C185",56,41,"efgh"
"1300","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E430",54,27,"efgh"
"1301","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E432",62,41,"efgh"
"1302","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E434",60,42,"efgh"
"1303","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E458",70,40,"efgh"
"1304","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A934",46,35,"efgh"
"1305","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C169",77,51,"efgh"
"1306","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A902",64,41,"efgh"
"1307","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E459",64,42,"efgh"
"1308","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C163",60,39,"efgh"
"1309","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A913",55,38,"efgh"
"1310","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A919",56,45,"efgh"
"1311","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A896",45,28,"efgh"
"1312","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E461",60,39,"efgh"
"1313","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A927",70,38,"efgh"
"1314","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E426",25,14,"efgh"
"1315","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A931",73,46,"efgh"
"1316","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E424",65,45,"efgh"
"1317","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C174",75,41,"efgh"
"1318","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-6","E431",54,36,"efgh"
"1319","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A906",70,45,"efgh"
"1320","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C187",54,44,"efgh"
"1321","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C177",34,21,"efgh"
"1322","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-4","A899",45,27,"efgh"
"1323","YorkRiver:LOLA","YorkRiver","S1-LOLA","3","MVP-LOLA-5","C183",57,40,"efgh"
"1324","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A645",55,21,"ij"
"1325","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A822",57,32,"ij"
"1326","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A848",24,21,"ij"
"1327","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A826",25,16,"ij"
"1328","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A636",55,22,"ij"
"1329","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A619",35,33,"ij"
"1330","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A654",24,16,"ij"
"1331","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C308",44,37,"ij"
"1332","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A622",59,42,"ij"
"1333","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A620",33,30,"ij"
"1334","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A832",46,32,"ij"
"1335","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C299",46,34,"ij"
"1336","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A834",36,22,"ij"
"1337","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C315",54,43,"ij"
"1338","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A835",24,24,"ij"
"1339","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A840",32,17,"ij"
"1340","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A628",55,44,"ij"
"1341","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A851",35,18,"ij"
"1342","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A652",54,38,"ij"
"1343","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A623",56,44,"ij"
"1344","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A626",55,39,"ij"
"1345","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A845",50,30,"ij"
"1346","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A852",31,17,"ij"
"1347","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C302",40,26,"ij"
"1348","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A836",48,29,"ij"
"1349","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A625",43,25,"ij"
"1350","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A841",43,25,"ij"
"1351","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A830",51,43,"ij"
"1352","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C287",45,34,"ij"
"1353","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A642",56,40,"ij"
"1354","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A847",33,20,"ij"
"1355","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A838",43,30,"ij"
"1356","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A647",35,22,"ij"
"1357","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C307",53,28,"ij"
"1358","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A853",36,16,"ij"
"1359","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A823",51,37,"ij"
"1360","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C312",55,40,"ij"
"1361","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A650",42,32,"ij"
"1362","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C320",46,39,"ij"
"1363","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C293",32,26,"ij"
"1364","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-4","C290",43,26,"ij"
"1365","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A655",61,43,"ij"
"1366","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-6","A651",59,40,"ij"
"1367","YorkRiver:ME","YorkRiver","W6-ME","3","MVP-ME-5","A854",50,36,"ij"
"1368","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C119",32,27,"j"
"1369","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C103",34,27,"j"
"1370","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C101",39,26,"j"
"1371","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C108",44,33,"j"
"1372","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C068",32,26,"j"
"1373","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C075",43,39,"j"
"1374","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C059",29,23,"j"
"1375","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C117",38,28,"j"
"1376","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C070",32,18,"j"
"1377","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C106",32,19,"j"
"1378","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C114",38,28,"j"
"1379","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C054",48,43,"j"
"1380","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C084",43,31,"j"
"1381","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-4","A466",42,33,"j"
"1382","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C090",36,28,"j"
"1383","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C087",52,33,"j"
"1384","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-4","B439",55,36,"j"
"1385","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C060",40,29,"j"
"1386","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C043",45,37,"j"
"1387","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C115",41,29,"j"
"1388","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C058",34,23,"j"
"1389","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C111",36,27,"j"
"1390","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-4","A481",47,41,"j"
"1391","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C091",38,28,"j"
"1392","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C093",38,32,"j"
"1393","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C097",26,19,"j"
"1394","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C044",58,40,"j"
"1395","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-4","A471",49,35,"j"
"1396","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-4","A473",54,38,"j"
"1397","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C118",45,31,"j"
"1398","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C080",46,34,"j"
"1399","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C074",43,37,"j"
"1400","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C061",46,32,"j"
"1401","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C079",45,35,"j"
"1402","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C053",45,32,"j"
"1403","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C063",43,35,"j"
"1404","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-5","C078",58,43,"j"
"1405","YorkRiver:NH","YorkRiver","W5-NH","3","MVP-NH-6","C096",40,29,"j"
"1406","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A556",69,54,"hi"
"1407","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C334",43,31,"hi"
"1408","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A549",49,35,"hi"
"1409","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A760",61,46,"hi"
"1410","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A561",32,22,"hi"
"1411","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A574",62,41,"hi"
"1412","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A573",52,34,"hi"
"1413","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A544",63,38,"hi"
"1414","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A762",43,19,"hi"
"1415","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A744",32,18,"hi"
"1416","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C335",60,41,"hi"
"1417","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C346",38,20,"hi"
"1418","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C326",51,34,"hi"
"1419","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C357",41,41,"hi"
"1420","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A766",43,35,"hi"
"1421","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A560",56,47,"hi"
"1422","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A736",52,33,"hi"
"1423","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A765",50,40,"hi"
"1424","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A743",50,31,"hi"
"1425","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A539",60,40,"hi"
"1426","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A764",52,35,"hi"
"1427","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A538",35,23,"hi"
"1428","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A551",80,51,"hi"
"1429","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A751",24,17,"hi"
"1430","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A761",60,49,"hi"
"1431","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A572",81,47,"hi"
"1432","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C324",68,42,"hi"
"1433","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C339",79,55,"hi"
"1434","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A536",46,27,"hi"
"1435","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A559",61,40,"hi"
"1436","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A740",73,44,"hi"
"1437","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A757",64,45,"hi"
"1438","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A748",58,44,"hi"
"1439","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A548",60,52,"hi"
"1440","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C333",43,33,"hi"
"1441","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C328",71,44,"hi"
"1442","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C353",66,51,"hi"
"1443","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A769",25,17,"hi"
"1444","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C348",68,51,"hi"
"1445","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A557",73,45,"hi"
"1446","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A562",34,21,"hi"
"1447","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A565",51,39,"hi"
"1448","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C322",30,20,"hi"
"1449","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A775",44,31,"hi"
"1450","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C352",36,24,"hi"
"1451","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C321",39,29,"hi"
"1452","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A745",60,40,"hi"
"1453","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A563",41,30,"hi"
"1454","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C330",66,44,"hi"
"1455","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C355",52,36,"hi"
"1456","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C332",90,63,"hi"
"1457","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A739",67,44,"hi"
"1458","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A746",56,39,"hi"
"1459","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A575",47,29,"hi"
"1460","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A558",38,32,"hi"
"1461","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C341",51,38,"hi"
"1462","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A555",26,17,"hi"
"1463","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A758",32,20,"hi"
"1464","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A742",57,43,"hi"
"1465","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C359",64,43,"hi"
"1466","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A566",63,50,"hi"
"1467","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A568",30,21,"hi"
"1468","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A569",66,37,"hi"
"1469","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A537",44,29,"hi"
"1470","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C354",51,39,"hi"
"1471","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A755",81,47,"hi"
"1472","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A564",25,19,"hi"
"1473","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A754",42,24,"hi"
"1474","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C358",43,31,"hi"
"1475","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A763",65,40,"hi"
"1476","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A752",41,33,"hi"
"1477","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A756",35,23,"hi"
"1478","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A552",61,36,"hi"
"1479","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-5","A542",58,43,"hi"
"1480","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C345",55,44,"hi"
"1481","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A749",67,44,"hi"
"1482","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C329",33,20,"hi"
"1483","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-6","C349",66,50,"hi"
"1484","YorkRiver:SEEDMIX","YorkRiver","H2-SEEDMIX","3","MVP-SEEDMIX-4","A773",40,33,"hi"
"1485","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C003",59,42,"ij"
"1486","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C250",61,36,"ij"
"1487","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C367",23,21,"ij"
"1488","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C275",28,21,"ij"
"1489","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C026",60,46,"ij"
"1490","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C395",38,22,"ij"
"1491","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C375",29,19,"ij"
"1492","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C389",54,39,"ij"
"1493","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C379",55,52,"ij"
"1494","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C255",34,22,"ij"
"1495","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C013",22,19,"ij"
"1496","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C258",26,21,"ij"
"1497","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C034",47,34,"ij"
"1498","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C256",45,37,"ij"
"1499","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C247",41,30,"ij"
"1500","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C252",50,35,"ij"
"1501","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C006",60,48,"ij"
"1502","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C388",58,45,"ij"
"1503","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C019",48,32,"ij"
"1504","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C014",32,23,"ij"
"1505","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C015",42,35,"ij"
"1506","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C393",43,27,"ij"
"1507","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C385",50,42,"ij"
"1508","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C370",64,40,"ij"
"1509","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C269",49,39,"ij"
"1510","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C251",46,35,"ij"
"1511","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C369",51,36,"ij"
"1512","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C000",64,46,"ij"
"1513","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C377",51,45,"ij"
"1514","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C245",46,40,"ij"
"1515","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C267",74,50,"ij"
"1516","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C005",42,33,"ij"
"1517","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C378",32,21,"ij"
"1518","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C241",36,27,"ij"
"1519","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C277",34,28,"ij"
"1520","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C242",44,32,"ij"
"1521","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-4","C244",27,19,"ij"
"1522","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C372",51,45,"ij"
"1523","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-5","C001",60,39,"ij"
"1524","YorkRiver:TX","YorkRiver","W1-TX","3","MVP-TX-6","C366",43,31,"ij"
