"site_name","datetime","temp"
"LEW",2023-08-01,28.7505680576923
"LEW",2023-08-02,27.9580498793532
"LEW",2023-08-03,27.5299798223982
"LEW",2023-08-04,26.7956664476744
"LEW",2023-08-05,27.162677730198
"LEW",2023-08-06,28.0651649066265
"LEW",2023-08-07,28.0953633121891
"LEW",2023-08-08,28.3326716683673
"LEW",2023-08-09,27.8840952621951
"LEW",2023-08-10,27.9593895114679
"LEW",2023-08-11,27.42537575
"LEW",2023-08-12,28.3923438351064
"LEW",2023-08-13,28.6352841269634
"LEW",2023-08-14,29.1902850764249
"LEW",2023-08-15,29.348373132199
"LEW",2023-08-16,29.139284589779
"LEW",2023-08-17,29.4714471785714
"LEW",2023-08-18,29.338127146648
"LEW",2023-08-19,28.1376674166667
"LEW",2023-08-20,28.1301891828358
"LEW",2023-08-21,28.4230955302198
"LEW",2023-08-22,28.6015177253086
"LEW",2023-08-23,27.1520306795775
"LEW",2023-08-24,26.8327840068807
"LEW",2023-08-25,26.8294611158537
"LEW",2023-08-26,27.6507992472678
"LEW",2023-08-27,28.3118412672414
"LEW",2023-08-28,27.7579003805419
"LEW",2023-08-29,27.0173655459184
"LEW",2023-08-30,27.4270074865269
"LEW",2023-08-31,26.2808941831797
"LEW",2023-09-01,24.9419583188073
"LEW",2023-09-02,25.1630680576923
"LEW",2023-09-03,25.4783679779793
"LEW",2023-09-04,26.9822612248603
"LEW",2023-09-05,27.3476496193467
"LEW",2023-09-06,28.2725711814721
"LEW",2023-09-07,29.1971181742424
"LEW",2023-09-08,29.5111049166667
"LEW",2023-09-09,29.1746939318182
"LEW",2023-09-10,27.8301730472973
"LEW",2023-09-11,27.8152638097015
"LEW",2023-09-12,28.5166595337838
"LEW",2023-09-13,28.1758544734043
"LEW",2023-09-14,27.4700602160194
"LEW",2023-09-15,25.3680969889381
"LEW",2023-09-16,24.2910979722222
"LEW",2023-09-17,24.363672210177
"LEW",2023-09-18,24.1545195856164
"LEW",2023-09-19,23.6207518561947
"LEW",2023-09-20,23.7025844878641
"LEW",2023-09-21,23.9161315639535
"LEW",2023-09-22,23.3546535277778
"LEW",2023-09-23,21.7496199360465
"LEW",2023-09-24,21.5129630862445
"LEW",2023-09-25,21.5539376969027
"LEW",2023-09-26,21.5999512216981
"LEW",2023-09-27,20.6530527411504
"LEW",2023-09-28,20.2788486006787
"LEW",2023-09-29,19.9161767208738
"LEW",2023-09-30,19.9631587688679
"LEW",2023-10-01,20.3467928006912
